participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa,w,theta_star,t01,t02,t03
37,DFT_CRT,value_scaling_t0,wide,DEoptim,1,1.5292092230101118,1,0.7911312240175903,1.07250375776086,1,0.40189064985550016,2.8368822333542627,1.197268190677278,1.3135357988532634,0.3135034580132924
37,DFT_CRT,value_scaling_t0,wide,DEoptim,2,1.9939673118987122,1,0.7911312240175903,1.07250375776086,1,0.40189064985550016,2.8368822333542627,1.197268190677278,1.3135357988532634,0.3135034580132924
37,DFT_CRT,value_scaling_t0,wide,DEoptim,3,1.9939673118987122,1,0.7911312240175903,1.07250375776086,1,0.40189064985550016,2.8368822333542627,1.197268190677278,1.3135357988532634,0.3135034580132924
37,DFT_CRT,value_scaling_t0,wide,DEoptim,4,1.9939673118987122,1,0.7911312240175903,1.07250375776086,1,0.40189064985550016,2.8368822333542627,1.197268190677278,1.3135357988532634,0.3135034580132924
37,DFT_CRT,value_scaling_t0,wide,DEoptim,5,1.9939673118987122,1,0.7911312240175903,1.07250375776086,1,0.40189064985550016,2.8368822333542627,1.197268190677278,1.3135357988532634,0.3135034580132924
37,DFT_CRT,value_scaling_t0,wide,DEoptim,6,1.9939673118987122,1,0.7911312240175903,1.07250375776086,1,0.40189064985550016,2.8368822333542627,1.197268190677278,1.3135357988532634,0.3135034580132924
37,DFT_CRT,value_scaling_t0,wide,DEoptim,7,1.9939673118987122,1,0.7911312240175903,1.07250375776086,1,0.40189064985550016,2.8368822333542627,1.197268190677278,1.3135357988532634,0.3135034580132924
37,DFT_CRT,value_scaling_t0,wide,DEoptim,8,1.9939673118987122,1,1.499497042503208,1.07250375776086,1,0.40189064985550016,2.8368822333542627,1.197268190677278,1.3135357988532634,0.3135034580132924
37,DFT_CRT,value_scaling_t0,wide,DEoptim,9,1.9939673118987122,1,1.499497042503208,1.07250375776086,1,0.40189064985550016,2.8368822333542627,1.197268190677278,1.3135357988532634,0.3135034580132924
37,DFT_CRT,value_scaling_t0,wide,DEoptim,10,1.9939673118987122,1,1.499497042503208,1.07250375776086,1,0.40189064985550016,2.8368822333542627,1.197268190677278,1.3135357988532634,0.3135034580132924
