participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu1,mu2,beta,kappa1,kappa2,w,a,t01,t02
75,DDM,time_and_value_scaling_t0,wide,DEoptim,1,0.33858159734169024,1,0.8691275417804718,1.4269972432707438,1,5.850572166964412,0.9979332960210974,4.896676505440614,1.4184967807261275,0.2372682886198163
75,DDM,time_and_value_scaling_t0,wide,DEoptim,2,0.33858159734169024,1,0.8691275417804718,1.4269972432707438,1,5.850572166964412,0.9979332960210974,4.896676505440614,1.4184967807261275,0.2372682886198163
75,DDM,time_and_value_scaling_t0,wide,DEoptim,3,0.6899829997122289,1,0.9406230302061884,0.7009848613729703,1,2.1269034687429667,0.9453947327841493,5.86202039766335,0.2523804653296251,1.1226199602824636
75,DDM,time_and_value_scaling_t0,wide,DEoptim,4,0.5734616774134338,1,2.0151456627063453,0.36236888885621,1,8.94940220285207,0.9632675113221371,3.26845831756578,0.7156782120210121,0.9263718410627917
75,DDM,time_and_value_scaling_t0,wide,DEoptim,5,0.5734616774134338,1,2.0151456627063453,0.36236888885621,1,8.94940220285207,0.9632675113221371,3.26845831756578,0.7156782120210121,0.9263718410627917
75,DDM,time_and_value_scaling_t0,wide,DEoptim,6,0.5734616774134338,1,2.0151456627063453,0.36236888885621,1,8.94940220285207,0.9632675113221371,3.26845831756578,0.7156782120210121,0.9263718410627917
75,DDM,time_and_value_scaling_t0,wide,DEoptim,7,0.5734616774134338,1,2.0151456627063453,0.36236888885621,1,8.94940220285207,0.9632675113221371,3.26845831756578,0.7156782120210121,0.9263718410627917
75,DDM,time_and_value_scaling_t0,wide,DEoptim,8,0.5734616774134338,1,2.0151456627063453,0.36236888885621,1,8.94940220285207,0.9632675113221371,3.26845831756578,0.7156782120210121,0.9263718410627917
75,DDM,time_and_value_scaling_t0,wide,DEoptim,9,0.5734616774134338,1,2.0151456627063453,0.36236888885621,1,8.94940220285207,0.9632675113221371,3.26845831756578,0.7156782120210121,0.9263718410627917
75,DDM,time_and_value_scaling_t0,wide,DEoptim,10,0.5734616774134338,1,2.0151456627063453,0.36236888885621,1,8.94940220285207,0.9632675113221371,3.26845831756578,0.7156782120210121,0.9263718410627917
75,DDM,time_and_value_scaling_t0,wide,DEoptim,11,0.5734616774134338,1,2.0151456627063453,0.36236888885621,1,8.94940220285207,0.9632675113221371,3.26845831756578,0.7156782120210121,0.9263718410627917
75,DDM,time_and_value_scaling_t0,wide,DEoptim,12,0.5734616774134338,1,2.0151456627063453,0.36236888885621,1,8.94940220285207,0.9632675113221371,3.26845831756578,0.7156782120210121,0.9263718410627917
75,DDM,time_and_value_scaling_t0,wide,DEoptim,13,0.5734616774134338,1,2.0151456627063453,0.36236888885621,1,8.94940220285207,0.9632675113221371,3.26845831756578,0.7156782120210121,0.9263718410627917
75,DDM,time_and_value_scaling_t0,wide,DEoptim,14,0.5734616774134338,1,2.0151456627063453,0.36236888885621,1,8.94940220285207,0.9632675113221371,3.26845831756578,0.7156782120210121,0.9263718410627917
75,DDM,time_and_value_scaling_t0,wide,DEoptim,15,0.5734616774134338,1,2.0151456627063453,0.36236888885621,1,8.94940220285207,0.9632675113221371,3.26845831756578,0.7156782120210121,0.9263718410627917
75,DDM,time_and_value_scaling_t0,wide,DEoptim,16,0.5734616774134338,1,2.0151456627063453,0.36236888885621,1,8.94940220285207,0.9632675113221371,3.26845831756578,0.7156782120210121,0.9263718410627917
75,DDM,time_and_value_scaling_t0,wide,DEoptim,17,0.5734616774134338,1,2.0151456627063453,0.36236888885621,1,8.94940220285207,0.9632675113221371,3.26845831756578,0.7156782120210121,0.9263718410627917
75,DDM,time_and_value_scaling_t0,wide,DEoptim,18,0.6113769911602324,1,1.5110623457819226,0.3183567722838995,1,1.799368481745839,0.8035630363999401,3.266598972089722,0.8119243733263761,1.245972469626181
75,DDM,time_and_value_scaling_t0,wide,DEoptim,19,0.6113769911602324,1,1.5110623457819226,0.3183567722838995,1,1.799368481745839,0.8035630363999401,3.266598972089722,0.8119243733263761,1.245972469626181
75,DDM,time_and_value_scaling_t0,wide,DEoptim,20,0.6113769911602324,1,1.5110623457819226,0.3183567722838995,1,1.799368481745839,0.8035630363999401,3.266598972089722,0.8119243733263761,1.245972469626181
75,DDM,time_and_value_scaling_t0,wide,DEoptim,21,0.6113769911602324,1,1.5110623457819226,0.3183567722838995,1,1.799368481745839,0.8035630363999401,3.266598972089722,0.8119243733263761,1.245972469626181
75,DDM,time_and_value_scaling_t0,wide,DEoptim,22,0.6113769911602324,1,1.5110623457819226,0.3183567722838995,1,1.799368481745839,0.8035630363999401,3.266598972089722,0.8119243733263761,1.245972469626181
