participant_id,model_name,parameterization,bound_settings,algorithm,iter,alpha,mu,beta,kappa1,kappa2,kappa3,w,theta_star,t0
11,DFT_CRT,time_scaling,wide,DEoptim,1,2.0632905573025346,1,0.5839202535385266,1,9.994586305692792,6.612316926475614,0.5766797561960667,5.9051881673978635,0.30090185907902195
11,DFT_CRT,time_scaling,wide,DEoptim,2,2.0632905573025346,1,0.5839202535385266,1,9.994586305692792,6.612316926475614,0.5766797561960667,5.9051881673978635,0.30090185907902195
11,DFT_CRT,time_scaling,wide,DEoptim,3,2.5228186367638408,1,0.63786008117022,1,4.918217160739005,2.2967948485165834,0.1460665686191805,2.190198044148735,1.2728349658916704
11,DFT_CRT,time_scaling,wide,DEoptim,4,2.5228186367638408,1,0.63786008117022,1,4.918217160739005,2.2967948485165834,0.1460665686191805,2.190198044148735,1.2728349658916704
11,DFT_CRT,time_scaling,wide,DEoptim,5,2.5228186367638408,1,0.63786008117022,1,4.918217160739005,2.2967948485165834,0.1460665686191805,2.190198044148735,1.2728349658916704
11,DFT_CRT,time_scaling,wide,DEoptim,6,2.5228186367638408,1,0.63786008117022,1,4.918217160739005,2.2967948485165834,0.1460665686191805,2.190198044148735,1.2728349658916704
11,DFT_CRT,time_scaling,wide,DEoptim,7,2.5228186367638408,1,0.63786008117022,1,4.918217160739005,2.2967948485165834,0.1460665686191805,2.190198044148735,1.2728349658916704
11,DFT_CRT,time_scaling,wide,DEoptim,8,2.5228186367638408,1,0.63786008117022,1,4.918217160739005,2.2967948485165834,0.1460665686191805,2.190198044148735,1.2728349658916704
11,DFT_CRT,time_scaling,wide,DEoptim,9,2.5228186367638408,1,0.63786008117022,1,4.918217160739005,2.2967948485165834,0.1460665686191805,2.190198044148735,1.2728349658916704
11,DFT_CRT,time_scaling,wide,DEoptim,10,2.5228186367638408,1,0.63786008117022,1,4.918217160739005,2.2967948485165834,0.1460665686191805,2.190198044148735,1.2728349658916704
11,DFT_CRT,time_scaling,wide,DEoptim,11,2.5228186367638408,1,0.63786008117022,1,4.918217160739005,2.2967948485165834,0.1460665686191805,2.190198044148735,1.2728349658916704
11,DFT_CRT,time_scaling,wide,DEoptim,12,2.5228186367638408,1,0.63786008117022,1,4.918217160739005,2.2967948485165834,0.1460665686191805,2.190198044148735,1.2728349658916704
